"Anastatoodera","zapiolai","!","Blanchard","Anastatoodera","zapiolai","","Blanchard","",""
"Eupelmus","annulatus","","Nees","Eupelmus","nubilipennis","","F”rster","1834","1860"
"Eupelmus","anpingensis","","Masi","Eupelmus","anpingensis","","Masi","1927","1927"
"Eupelmus","antipoda","","Ashmead","Eupelmus","antipoda","","Ashmead","1900","1900"
"Eupelmus","antipoda","","Ashmead","Eupelmus","grotii","","Girault","1900","1915"
"Eupelmus","aporostichus","","Perkins","Eupelmus","aporostichus","","Perkins","1910","1910"
"Eupelmus","argentilinea","!","Girault","Eupelmus","argentilinea","","Girault","",""
"Eupelmus","argentinotatus","","Girault","Eupelmus","argentinotatus","","Girault","1915","1915"
"Eupelmus","arizonensis","","Gibson","Eupelmus","arizonensis","","Gibson","2011","2011"
"Eupelmus","aseculatus","","(Kalina)","Eupelmus","aseculatus","","Kalina","1981","1981"
"Eupelmus","aseculatus","","(Kalina)","Macroneura","aseculata","","Kalina","1981","1981"
"Eupelmus","aspidoprocti","","FerriŠre","Eupelmus","aspidoprocti","","FerriŠre","1941","1941"
"Eupelmus","asthenes","","Perkins","Eupelmus","asthenes","","Perkins","1910","1910"
"Eupelmus","atropurpureus","","Dalman","Cleonymus","hemipterus","","Fonscolombe","1820","1832"
"Eupelmus","atropurpureus","","Dalman","Eupelmus","atrocoeruleus","","Thomson","1820","1878"
"Eupelmus","atropurpureus","","Dalman","Eupelmus","atropurpureus","","Dalman","1820","1820"
"Eupelmus","atropurpureus","","Dalman","Urocryptus","atropurpureus","","(Dalman)","1820","1820"
"Eupelmus","atus","","Narendran & Anil","Eupelmus","atus","","Narendran & Anil","1998","1998"
"Eupelmus","australiensis","","(Girault)","Eupelmus","australicus","","Girault","1913","1915"
"Eupelmus","australiensis","","(Girault)","Eupelmus","australiensis","","(Girault)","1913","1913"
"Eupelmus","australiensis","","(Girault)","Eupelmus","listeri","","Girault","1913","1915"
"Eupelmus","australiensis","","(Girault)","Eupelmus","popa","","Girault","1913","1917"
"Eupelmus","australiensis","","(Girault)","Eupelmus","zangherii","","Masi","1913","1946"
"Eupelmus","australiensis","","(Girault)","Idoleupelmus","australiensis","","Girault","1913","1913"
"Eupelmus","australis","","Girault","Eupelmus","australis","","Girault","1915","1915"
"Eupelmus","austron","","Boucek","Eupelmus","austron","","Boucek","1976","1976"
"Eupelmus","austron","","Boucek","Macreupelmus","australis","","Risbec","1976","1952"
"Eupelmus","axestias","","Perkins","Eupelmus","axestias","","Perkins","1910","1910"
"Eupelmus","axestops","","Perkins","Eupelmus","axestops","","Perkins","1910","1910"
"Eupelmus","azureus","","Ratzeburg","Eupelmus","azureus","","Ratzeburg","1844","1844"
"Eupelmus","azureus","","Ratzeburg","Eupelmus","spongipartus","","F”rster","1844","1860"
"Eupelmus","azureus","","Ratzeburg","Pteromalus","cordairii","","Ratzeburg","1844","1844"
"Eupelmus","babindaensis","","Girault","Eupelmus","babindaensis","","Girault","1915","1915"
"Eupelmus","basalis","!","","Eupelmus","basalis","","","",""
"Eupelmus","basileius","","Perkins","Eupelmus","basileius","","Perkins","1910","1910"
"Eupelmus","batataephilus","","(Risbec)","Bruchocida","batataephila","","Risbec","1951","1951"
"Eupelmus","batataephilus","","(Risbec)","Eupelmus","batataephilus","","(Risbec)","1951","1951"
"Eupelmus","bedeguaris","","Ratzeburg","Eupelmus","bedeguaris","","Ratzeburg","1852","1852"
"Eupelmus","benthami","","(Girault)","Anastatus","benthami","","Girault","1915","1915"
"Eupelmus","benthami","","(Girault)","Eupelmus","benthami","","(Girault)","1915","1915"
"Eupelmus","bilingae","","Girault","Eupelmus","bilingae","","Girault","1923","1923"
"Eupelmus","bimaculatus","","Cameron","Eupelmus","bimaculatus","","Cameron","1884","1884"
"Eupelmus","boharti","","Yoshimoto & Ishii","Eupelmus","boharti","","Yoshimoto & Ishii","1965","1965"
"Eupelmus","bonus","","Narendran & Anil","Eupelmus","bonus","","Narendran & Anil","1998","1998"
"Eupelmus","brachynterae","","(Schw„grichen)","Calliceras","brachynteri","","(Schw„grichen)","1835","1835"
"Eupelmus","brachynterae","","(Schw„grichen)","Ceraphron","brachynterae","","Schw„grichen","1835","1835"
"Eupelmus","brachynterae","","(Schw„grichen)","Ceraphron","brachynteri","","Schw„grichen","1835","1835"
"Eupelmus","brachynterae","","(Schw„grichen)","Eupelmus","brachynterae","","(Schw„grichen)","1835","1835"
"Eupelmus","brevicollis","","(Risbec)","Brasema","brevicollis","","Risbec","1951","1951"
"Eupelmus","brevicollis","","(Risbec)","Eupelmus","brevicollis","","(Risbec)","1951","1951"
"Eupelmus","brevipennis","","Cameron","Eupelmus","brevipennis","","Cameron","1884","1884"
"Eupelmus","brincki","","(Hedqvist)","Eupelmella","brincki","","Hedqvist","1970","1970"
"Eupelmus","brunnella","","Girault","Eupelmus","brunnella","","Girault","1915","1915"
"Eupelmus","brutus","","Girault","Eupelmus","brutus","","Girault","1920","1920"
"Eupelmus","bryani","","(Timberlake)","Lepideupelmus","bryani","","Timberlake","1926","1926"
"Eupelmus","bucculatricis","!","","Eupelmus","bucculatricis","","","",""
"Eupelmus","bulgaricus","","Kalina","Eupelmus","bulgaricus","","Kalina","1988","1988"
"Eupelmus","burmeisteri","","Girault","Eupelmus","burmeisteri","","Girault","1915","1915"
"Eupelmus","caerulophantes","","Perkins","Eupelmus","caerulophantes","","Perkins","1910","1910"
"Eupelmus","caesar","","Girault","Eupelmus","caesar","","Girault","1929","1929"
"Eupelmus","calopterus","","Masi","Eupelmus","calopterus","","Masi","1943","1943"
"Eupelmus","camptopterus","","(Gibson)","Macroneura","camptoptera","","Gibson","1990","1990"
"Eupelmus","caridei","","(BrŠthes)","Lindesonius","caridei","","BrŠthes","1917","1917"
"Eupelmus","carinatus","","Kieffer","Eupelmus","carinatus","","Kieffer","1905","1905"
"Eupelmus","carolinensis","","Yoshimoto & Ishii","Eupelmus","carolinensis","","Yoshimoto & Ishii","1965","1965"
"Eupelmus","catoxanthae","","FerriŠre","Eupelmus","catoxanthae","","FerriŠre","1940","1940"
"Eupelmus","cavifrons","","Boucek","Eupelmus","cavifrons","","Boucek","1965","1965"
"Eupelmus","cecidiptae","","(BrŠthes)","Eupelmus","cecidiptae","","(BrŠthes)","1916","1916"
"Eupelmus","cecidiptae","","(BrŠthes)","Lindesonius","cecidiptae","","BrŠthes","1916","1916"
"Eupelmus","cerasmus","","(Gibson)","Macroneura","cerasma","","Gibson","1990","1990"
"Eupelmus","ceroplastae","","(Kalina)","Cocceupelmus","ceroplastae","","Kalina","1984","1984"
"Eupelmus","ceroplastae","","(Kalina)","Eupelmus","ceroplastae","","(Kalina)","1984","1984"
"Eupelmus","cerris","","F”rster","Eupelmus","cerris","","F”rster","1860","1860"
"Eupelmus","chalcoprepes","","Perkins","Eupelmus","chalcoprepes","","Perkins","1910","1910"
"Eupelmus","chauceri","","Girault","Eupelmus","chauceri","","Girault","1915","1915"
"Eupelmus","chloropus","","Perkins","Eupelmus","chloropus","","Perkins","1910","1910"
"Eupelmus","chrysopinus","","Perkins","Eupelmus","chrysopinus","","Perkins","1910","1910"
"Eupelmus","chrysosinamorus","","(Gibson)","Macroneura","chrysosinamora","","Gibson","1990","1990"
"Eupelmus","cicadae","","Giraud","Cerambicobius","cicadae","minor","Silvestri","1872","1921"
"Eupelmus","cicadae","","Giraud","Cerambycobius","cicadae","","(Giraud)","1872","1872"
"Eupelmus","cicadae","","Giraud","Eupelmus","cicadae","","Giraud","1872","1872"
"Eupelmus","cingulatus","","Cameron","Eupelmus","cingulatus","","Cameron","1884","1884"
"Eupelmus","clavicornis","","Askew","Eupelmus","clavicornis","","Askew","2000","2000"
"Eupelmus","claviger","","Nikol'skaya","Eupelmus","claviger","","Nikol'skaya","1952","1952"
"Eupelmus","coccidivorus","","Gahan","Eupelmus","coccidivorus","","Gahan","1924","1924"
"Eupelmus","coleophorae","","(Kalina)","Macroneura","coleophorae","","Kalina","1981","1981"
"Eupelmus","coleopterorum","","(Girault)","Anastatus","coleopterorum","","(Girault)","1913","1913"
"Eupelmus","coleopterorum","","(Girault)","Calosoter","coleopterorum","","Girault","1913","1913"
"Eupelmus","coleopterorum","","(Girault)","Eupelmus","coleopterorum","","(Girault)","1913","1913"
"Eupelmus","compressiventris","","Ashmead","Eupelmus","compressiventris","","Ashmead","1904","1904"
"Eupelmus","confusus","!","Al khatib","Eupelmus","confusus","","Al khatib","",""
"Eupelmus","conigerae","","Ashmead","Eupelmus","conigerae","","Ashmead","1885","1885"
"Eupelmus","cooki","","Girault","Eupelmus","cooki","","Girault","1928","1928"
"Eupelmus","crawfordi","","Girault","Eupelmus","crawfordi","","Girault","1915","1915"
"Eupelmus","cromwelli","","Girault","Eupelmus","cromwelli","","Girault","1922","1922"
"Eupelmus","cupreicollis","","Ashmead","Eupelmus","cupreicollis","","Ashmead","1900","1900"
"Eupelmus","curculionis","","FerriŠre","Eupelmus","curculionis","","FerriŠre","1935","1935"
"Eupelmus","curiosus","","Narendran & Anil","Eupelmus","curiosus","","Narendran & Anil","1998","1998"
"Eupelmus","cursor","","Brues","Eupelmella","cursor","","(Brues)","1907","1907"
"Eupelmus","cursor","","Brues","Eupelmus","cursor","","Brues","1907","1907"
"Eupelmus","curticinctus","","Gibson","Eupelmus","curticinctus","","Gibson","2011","2011"
"Eupelmus","curvator","","Yang","Eupelmus","curvator","","Yang","1996","1996"
"Eupelmus","curvistylus","","(Risbec)","Charitopus","curvistylus","","Risbec","1951","1951"
"Eupelmus","curvistylus","","(Risbec)","Eupelmus","curvistylus","","(Risbec)","1951","1951"
"Eupelmus","cushmani","","(Crawford)","Cerambycobius","cushmani","","Crawford","1908","1908"
"Eupelmus","cushmani","","(Crawford)","Cerambycobius","townsendi","","Crawford","1908","1912"
"Eupelmus","cushmani","","(Crawford)","Eupelmus","amicus","","Girault","1908","1916"
"Eupelmus","cushmani","","(Crawford)","Eupelmus","cushmani","","(Crawford)","1908","1908"
"Eupelmus","cushmani","","(Crawford)","Eupelmus","cyaniceps","amicus","Girault","1908","1916"
"Eupelmus","cyaneicollis","","Ashmead","Eupelmus","cyaneicollis","","Ashmead","1900","1900"
"Eupelmus","cyaneus","","(Gourlay)","Eupelmus","cyaneus","","(Gourlay)","1928","1928"
"Eupelmus","cyaneus","","(Gourlay)","Neosolindenia","cyanea","","Gourlay","1928","1928"
"Eupelmus","cyaniceps","","Ashmead","Cerambycobius","cyaniceps","","(Ashmead)","1886","1886"
"Eupelmus","cyaniceps","","Ashmead","Eupelmus","cyaniceps","","Ashmead","1886","1886"
"Eupelmus","cyaniceps","","Ashmead","Eupelmus","cyaniceps","cyaniceps","Ashmead","1886","1886"
"Eupelmus","cyaniceps","","Ashmead","Eupelmus","momphae","","Gahan","1886","1910"
"Eupelmus","cynipidis","","Ashmead","Eupelmus","cynipidis","","Ashmead","1882","1882"
"Eupelmus","cynipidis","","Ashmead","Eupelmus","quercus","","Ashmead","1882","1886"
"Eupelmus","dactylopii","!","Blanchard","Eupelmus","dactylopii","","Blanchard","",""
"Eupelmus","dagatiguyi","","(Risbec)","Eupelminus","dagatiguyi","","Risbec","1951","1951"
"Eupelmus","dagatiguyi","","(Risbec)","Macroneura","dagatiguyi","","(Risbec)","1951","1951"
"Eupelmus","darwini","","(Girault)","Anastatus","darwini","","Girault","1915","1915"
"Eupelmus","darwini","","(Girault)","Eupelmus","darwini","","(Girault)","1915","1915"
"Eupelmus","dryas","","Perkins","Eupelmus","dryas","","Perkins","1910","1910"
"Eupelmus","dryorhizoxeni","","Ashmead","Cerambycobius","ficigerae","","(Ashmead)","1886","1887"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmella","dryorhizoxeni","","(Ashmead)","1886","1886"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmella","melanderi","","(Brues)","1886","1907"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmus","dryorhizoxeni","","Ashmead","1886","1886"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmus","dryorrhizoxeni","","Dalla Torre","1886","1898"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmus","ficigerae","","(Ashmead)","1886","1887"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmus","melanderi","","Brues","1886","1907"
"Eupelmus","dryorhizoxeni","","Ashmead","Eupelmus","rhizophelus","","Brues","1886","1903"
"Eupelmus","dryorhizoxeni","","Ashmead","Macroneura","dryorhizoxeni","","(Ashmead)","1886","1886"
"Eupelmus","dryorhizoxeni","","Ashmead","Macroneura","melanderi","","(Brues)","1886","1907"
"Eupelmus","dryorhizoxeni","","Ashmead","Megastigma","ficigerae","","Ashmead","1886","1887"
"Eupelmus","dumasi","","Girault","Eupelmus","dumasi","","Girault","1915","1915"
"Eupelmus","dysombrias","","Perkins","Eupelmus","dysombrias","","Perkins","1910","1910"
"Eupelmus","dysoplias","","Perkins","Eupelmus","dysoplias","","Perkins","1910","1910"
"Eupelmus","elegans","","Blanchard","Eupelmus","elegans","","Blanchard","1942","1942"
"Eupelmus","elgonensis","","(Risbec)","Cerambycobius","elgonensis","","Risbec","1955","1955"
"Eupelmus","elgonensis","","(Risbec)","Eupelmus","elgonensis","","(Risbec)","1955","1955"
"Eupelmus","elizabethae","","Girault","Eupelmus","elizabethae","","Girault","1929","1929"
"Eupelmus","elongatus","","Risbec","Eupelmus","elongatus","","Risbec","1951","1951"
"Eupelmus","eneubulus","","(Walker)","Calosoter","eneubulus","","(Walker)","1838","1838"
"Eupelmus","eneubulus","","(Walker)","Eupelmus","eneubulus","","(Walker)","1838","1838"
"Eupelmus","eneubulus","","(Walker)","Pteromalus","eneubulus","","Walker","1838","1838"
"Eupelmus","epicaste","","Walker","Eupelmella","epicaste","","(Walker)","1847","1847"
"Eupelmus","epicaste","","Walker","Eupelminus","epicaste","","(Walker)","1847","1847"
"Eupelmus","epicaste","","Walker","Eupelmus","epicaste","","Walker","1847","1847"
"Eupelmus","epicaste","","Walker","Macroneura","epicaste","","(Walker)","1847","1847"
"Eupelmus","epilamprops","","Perkins","Eupelmus","epilamprops","","Perkins","1910","1910"
"Eupelmus","epimelas","","Perkins","Eupelmus","epimelas","","Perkins","1910","1910"
"Eupelmus","erythrothorax","","Cameron","Eupelmus","erythrothorax","","Cameron","1884","1884"
"Eupelmus","euoplias","","Perkins","Eupelmus","euoplias","","Perkins","1910","1910"
"Eupelmus","euprepes","","Perkins","Eupelmus","euprepes","","Perkins","1910","1910"
"Eupelmus","eurorientalis","","™zdikmen","Eupelmus","eurorientalis","","™zdikmen","2011","2011"
"Eupelmus","eurorientalis","","™zdikmen","Eupelmus","orientalis","","FerriŠre","2011","1929"
"Eupelmus","eustichus","","Perkins","Eupelmus","eustichus","","Perkins","1910","1910"
"Eupelmus","excellens","","Westwood","Eupelmus","excellens","","Westwood","1874","1874"
"Eupelmus","falcatus","","(Nikol'skaya)","Eupelmella","falcata","","Nikol'skaya","1952","1952"
"Eupelmus","falcatus","","(Nikol'skaya)","Eupelmus","falcatus","","(Nikol'skaya)","1952","1952"
"Eupelmus","falcatus","","(Nikol'skaya)","Macroneura","falcata","","(Nikol'skaya)","1952","1952"
"Eupelmus","fasciiventris","","Cameron","Eupelmus","fasciiventris","","Cameron","1884","1884"
"Eupelmus","fieldingi","","Girault","Eupelmus","fieldingi","","Girault","1915","1915"
"Eupelmus","finlayi","","Girault","Eupelmus","finlayi","","Girault","1930","1930"
"Eupelmus","fissicollis","","Risbec","Eupelmus","fissicollis","","Risbec","1952","1952"
"Eupelmus","flavicrurus","","Yang","Eupelmus","flavicrurus","","Yang","1996","1996"
"Eupelmus","flavipes","","Cameron","Eupelmus","flavipes","","Cameron","1883","1883"
"Eupelmus","floridanus","","Howard","Eupelmus","floridanus","","Howard","1880","1880"
"Eupelmus","formosae","","Ashmead","Eupelmus","formosae","","Ashmead","1904","1904"
"Eupelmus","frederici","","(Girault)","Anastatus","frederici","","Girault","1915","1915"
"Eupelmus","frederici","","(Girault)","Eupelmus","frederici","","(Girault)","1915","1915"
"Eupelmus","frondei","","Girault","Eupelmus","frondei","","Girault","1922","1922"
"Eupelmus","fulgens","","Nikol'skaya","Eupelmus","fulgens","","Nikol'skaya","1952","1952"
"Eupelmus","fulvipes","","F”rster","Eupelmus","fulvipes","","F”rster","1860","1860"
"Eupelmus","fuscipectus","","Gibson","Eupelmus","fuscipectus","","Gibson","2011","2011"
"Eupelmus","fuscipennis","","F”rster","Cerambycobius","bifurcatus","","Nikol'skaya","1860","1952"
"Eupelmus","fuscipennis","","F”rster","Eupelmus","bifurcatus","","(Nikol'skaya)","1860","1952"
"Eupelmus","fuscipennis","","F”rster","Eupelmus","capillaris","","Bolivar y Pieltain","1860","1934"
"Eupelmus","fuscipennis","","F”rster","Eupelmus","fuscipennis","","F”rster","1860","1860"
"Eupelmus","fuscus","","Masi","Eupelmus","fuscus","","Masi","1927","1927"
"Eupelmus","gemellus","!","Al khatib","Eupelmus","gemellus","","Al khatib","",""
"Eupelmus","gorgias","","Walker","Eupelmus","gorgias","","Walker","1839","1839"
"Eupelmus","gracilis","","Cameron","Eupelmus","gracilis","","Cameron","1884","1884"
"Eupelmus","grayi","","Girault","Eupelmus","grayi","","Girault","1915","1915"
"Eupelmus","grayi","","Girault","Eupelmus","grayi","brevicinctus","Girault","1915","1939"
"Eupelmus","greelyi","","Girault","Eupelmus","greelyi","","Girault","1915","1915"
"Eupelmus","grisselli","","Gibson","Eupelmus","grisselli","","Gibson","2011","2011"
"Eupelmus","guamensis","","Yoshimoto & Ishii","Eupelmus","guamensis","","Yoshimoto & Ishii","1965","1965"
"Eupelmus","guatemalensis","","Dalla Torre","Eupelmus","flavipes","","Cameron","1898","1884"
"Eupelmus","guatemalensis","","Dalla Torre","Eupelmus","guatemalensis","","Dalla Torre","1898","1898"
"Eupelmus","gueneei","","Giraud","Eupelmus","gueneei","","Giraud","1870","1870"
"Eupelmus","hallami","","Girault","Eupelmus","hallami","","Girault","1920","1920"
"Eupelmus","halysidotae","","BrŠthes","Eupelmus","halysidotae","","BrŠthes","1916","1916"
"Eupelmus","hartigi","","F”rster","Eupelmus","hartigi","","F”rster","1841","1841"
"Eupelmus","hawaiicus","","™zdikmen","Eupelmus","hawaiicus","","™zdikmen","2011","2011"
"Eupelmus","hawaiicus","","™zdikmen","Eupelmus","setiger","","Perkins","2011","1910"
"Eupelmus","hawaiicus","","™zdikmen","Lepideupelmus","setiger","","(Perkins)","2011","1910"
"Eupelmus","hawaiiensis","","Ashmead","Eupelmus","hawaiiensis","","Ashmead","1901","1901"
"Eupelmus","heinei","","Girault","Eupelmus","heinei","","Girault","1922","1922"
"Eupelmus","hemixanthus","","Perkins","Eupelmus","hemixanthus","","Perkins","1910","1910"
"Eupelmus","heterosomus","","Perkins","Eupelmus","heterosomus","","Perkins","1910","1910"
"Eupelmus","hostilis","","F”rster","Eupelmus","hostilis","","F”rster","1860","1860"
"Eupelmus","hyalinipennis","","Cameron","Eupelmus","hyalinipennis","","Cameron","1884","1884"
"Eupelmus","ignotus","","Narendran & Anil","Eupelmus","ignotus","","Narendran & Anil","1998","1998"
"Eupelmus","impennis","","(Nikol'skaya)","Eupelmella","impennis","","Nikol'skaya","1952","1952"
"Eupelmus","impennis","","(Nikol'skaya)","Macroneura","impennis","","(Nikol'skaya)","1952","1952"
"Eupelmus","indicus","","Narendran & Anil","Eupelmus","indicus","","Narendran & Anil","1998","1998"
"Eupelmus","iopas","","Walker","Eupelmus","iopas","","Walker","1846","1846"
"Eupelmus","iopas","","Walker","Eupelmus","jopas","","Dalla Torre","1846","1898"
"Eupelmus","iranicus","","Kalina","Eupelmus","iranicus","","Kalina","1988","1988"
"Eupelmus","ivondroi","","(Risbec)","Eupelmella","ivondroi","","Risbec","1952","1952"
"Eupelmus","janstai","!","Delvare & Gibson","Eupelmus","janstai","","Delvare & Gibson","",""
"Eupelmus","javae","","Girault","Eupelmus","javae","","Girault","1917","1917"
"Eupelmus","juniperinus","","Bolivar y Pieltain","Eupelmus","juniperinus","","Bolivar y Pieltain","1934","1934"
"Eupelmus","juniperinus","","Bolivar y Pieltain","Eupelmus","juniperinus","juniperinus","Bolivar y Pieltain","1934","1934"
"Eupelmus","juniperinus","","Bolivar y Pieltain","Eupelmus","juniperinus","thuriferae","Askew","1934","2000"
"Eupelmus","karschii","","Lindeman","Eupelmus","karschii","","Lindeman","1887","1887"
"Eupelmus","kashmiricus","","Narendran","Eupelmus","kashmiricus","","Narendran","2001","2001"
"Eupelmus","keralicus","","Narendran & Anil","Eupelmus","keralicus","","Narendran & Anil","1998","1998"
"Eupelmus","kiefferi","","De Stefani","Eupelmus","kiefferi","","De Stefani","1898","1898"
"Eupelmus","kim","","Nikol'skaya","Eupelmus","kim","","Nikol'skaya","1952","1952"
"Eupelmus","koebelei","","Ashmead","Eupelmus","koebelei","","Ashmead","1904","1904"
"Eupelmus","konae","","Ashmead","Eupelmus","konae","","Ashmead","1901","1901"
"Eupelmus","konae","","Ashmead","Eupelmus","konae","rufipes","Ashmead","1901","1901"
"Eupelmus","kororensis","","Yoshimoto & Ishii","Eupelmus","kororensis","","Yoshimoto & Ishii","1965","1965"
"Eupelmus","larreae","!","","Eupelmus","larreae","","","",""
"Eupelmus","lavoirsieri","","Girault","Eupelmus","lavoirsieri","","Girault","1915","1915"
"Eupelmus","leptophyas","","Perkins","Eupelmus","leptophyas","","Perkins","1910","1910"
"Eupelmus","leucothrix","","Perkins","Eupelmus","leucothrix","","Perkins","1910","1910"
"Eupelmus","levis","","Nikol'skaya","Eupelmus","levis","","Nikol'skaya","1952","1952"
"Eupelmus","licinus","","Narendran & Anil","Eupelmus","licinus","","Narendran & Anil","1998","1998"
"Eupelmus","linearis","","F”rster","Eupelmus","linearis","","F”rster","1860","1860"
"Eupelmus","linearis","","F”rster","Eupelmus","subvittatus","","Walker","1860","1872"
"Eupelmus","littoralis","!","Blanchard","Eupelmus","littoralis","","Blanchard","",""
"Eupelmus","longicalvus","!","","Eupelmus","longicalvus","","","",""
"Eupelmus","longicauda","","Girault","Eupelmus","longicauda","","Girault","1915","1915"
"Eupelmus","longicaudus","","Kalina","Eupelmus","longicaudus","","Kalina","1988","1988"
"Eupelmus","longicornis","","(Kalina)","Macroneura","longicornis","","Kalina","1981","1981"
"Eupelmus","longicorpus","","Girault","Anastatus","boussingaulti","","Girault","1915","1915"
"Eupelmus","longicorpus","","Girault","Eupelmus","longicorpus","","Girault","1915","1915"
"Eupelmus","lutheri","","Girault","Eupelmus","lutheri","","Girault","1922","1922"
"Eupelmus","maculatus","","(FerriŠre)","Eupelmella","maculata","","FerriŠre","1954","1954"
"Eupelmus","maculatus","","(FerriŠre)","Eupelmus","maculatus","","(FerriŠre)","1954","1954"
"Eupelmus","maculatus","","(FerriŠre)","Macroneura","maculata","","(FerriŠre)","1954","1954"
"Eupelmus","malabaricus","","Narendran & Anil","Eupelmus","malabaricus","","Narendran & Anil","1998","1998"
"Eupelmus","malgascius","","Masi","Eupelmus","malgascius","","Masi","1917","1917"
"Eupelmus","martellii","","Masi","Eupelmus","martellii","","Masi","1941","1941"
"Eupelmus","masini","!","Girault","Eupelmus","masini","","Girault","",""
"Eupelmus","matranus","","Erd”s","Eupelmus","matranus","","Erd”s","1947","1947"
"Eupelmus","matranus","","Erd”s","Eupelmus","splendens","","Bolivar y Pieltain","1947","1934"
"Eupelmus","mediterraneus","","Kalina","Eupelmus","mediterraneus","","Kalina","1988","1988"
"Eupelmus","melancrias","","Perkins","Eupelmus","melancrias","","Perkins","1910","1910"
"Eupelmus","melanotarsus","","Perkins","Eupelmus","melanotarsus","","Perkins","1910","1910"
"Eupelmus","memnonius","","Dalman","Chalcis","memnonius","","(Dalman)","1820","1820"
"Eupelmus","memnonius","","Dalman","Eupelmus","memnonius","","Dalman","1820","1820"
"Eupelmus","merops","","Walker","Eupelmus","merops","","Walker","1839","1839"
"Eupelmus","meteori","","(Gahan)","Eupelmella","meteori","","(Gahan)","1913","1913"
"Eupelmus","meteori","","(Gahan)","Eupelminus","meteori","","Gahan","1913","1913"
"Eupelmus","meteori","","(Gahan)","Macroneura","meteori","","(Gahan)","1913","1913"
"Eupelmus","microreticulatus","","Yoshimoto & Ishii","Eupelmus","microreticulatus","","Yoshimoto & Ishii","1965","1965"
"Eupelmus","microzonus","","F”rster","Eupelmus","insulae","","Masi","1860","1919"
"Eupelmus","microzonus","","F”rster","Eupelmus","microzonus","","F”rster","1860","1860"
"Eupelmus","minozonus","!","Delvare","Eupelmus","minozonus","","Delvare","",""
"Eupelmus","mirabilis","","Kalina","Eupelmus","mirabilis","","Kalina","1988","1988"
"Eupelmus","molokaiensis","","Ashmead","Eupelmus","molokaiensis","","Ashmead","1901","1901"
"Eupelmus","monas","","Perkins","Eupelmus","monas","","Perkins","1910","1910"
"Eupelmus","montaignei","","Girault","Eupelmus","beenleighi","","Girault","1915","1926"
"Eupelmus","montaignei","","Girault","Eupelmus","montaignei","","Girault","1915","1915"
"Eupelmus","moroderi","","Bolivar y Pieltain","Eupelmus","moroderi","","Bolivar y Pieltain","1934","1934"
"Eupelmus","muellneri","","Ruschka","Eupelmella","schizomyiae","","Masi","1921","1921"
"Eupelmus","muellneri","","Ruschka","Eupelmus","muellneri","","Ruschka","1921","1921"
"Eupelmus","muellneri","","Ruschka","Macroneura","muellneri","","(Ruschka)","1921","1921"
"Eupelmus","nelsonensis","","Girault","Eupelmus","nelsonensis","","Girault","1915","1915"
"Eupelmus","niger","","Ashmead","Eupelmus","niger","","Ashmead","1901","1901"
"Eupelmus","nigricauda","","Nikol'skaya","Eupelmus","nigricauda","","Nikol'skaya","1952","1952"
"Eupelmus","nigricoxus","","Yoshimoto & Ishii","Eupelmus","nigricoxus","","Yoshimoto & Ishii","1965","1965"
"Eupelmus","nihoaensis","","Timberlake","Eupelmus","nihoaensis","","Timberlake","1926","1926"
"Eupelmus","nirupama","","(Narendran)","Eupelmus","nirupama","","(Narendran)","1996","1996"
"Eupelmus","nirupama","","(Narendran)","Eupelmus","nirupama","","Narendran & Anil","1996","1998"
"Eupelmus","nirupama","","(Narendran)","Macroneura","nirupama","","Narendran","1996","1996"
"Eupelmus","nitidus","","Nikol'skaya","Eupelmus","nitidus","","Nikol'skaya","1952","1952"
"Eupelmus","nitifrons","","Gibson","Eupelmus","nitifrons","","Gibson","2011","2011"
"Eupelmus","nubifer","","Brues","Eupelmus","nubifer","","Brues","1907","1907"
"Eupelmus","nyanzaensis","","(Risbec)","Charitopodinus","nyanzaensis","","Risbec","1957","1957"
"Eupelmus","oleae","","Silvestri","Eupelmus","oleae","","Silvestri","1915","1915"
"Eupelmus","olierae","","(BrŠthes)","Calosoter","olierae","","BrŠthes","1916","1916"
"Eupelmus","olierae","","(BrŠthes)","Eupelmus","olierae","","(BrŠthes)","1916","1916"
"Eupelmus","olivieri","","Kieffer","Eupelmus","olivieri","","Kieffer","1899","1899"
"Eupelmus","ombrias","","Perkins","Eupelmus","ombrias","","Perkins","1910","1910"
"Eupelmus","opacus","!","Delvare","Eupelmus","opacus","","Delvare","",""
"Eupelmus","oreias","","Perkins","Eupelmus","oreias","","Perkins","1910","1910"
"Eupelmus","oribates","","Perkins","Eupelmus","oribates","","Perkins","1910","1910"
"Eupelmus","orientalis","","(Crawford)","Bruchocida","orientalis","","Crawford","1913","1913"
"Eupelmus","orientalis","","(Crawford)","Eupelmus","orientalis","","(Crawford)","1913","1913"
"Eupelmus","orthopterae","","(Risbec)","Brasema","orthopterae","","Risbec","1951","1951"
"Eupelmus","orthopterae","","(Risbec)","Eupelmus","orthopterae","","(Risbec)","1951","1951"
"Eupelmus","orthopterae","","(Risbec)","Holceupelmus","bifasciatus","","Cameron","1951","1905"
